family,n_qubits,depth_setting,PC1,PC2,PC3,UMAP1,UMAP2
ttn,4.0,2.0,0.30609560022889987,-0.9417719868681622,-0.36350584876383324,1.8500019,6.8166523
ttn,4.0,3.0,-0.33809244798008825,-0.2663623054841683,-0.3620307919614826,2.3546875,8.852534
ttn,4.0,4.0,-0.2748393243974916,-0.049246035070656315,-0.4812767845157587,2.3399496,9.081404
ttn,4.0,5.0,-0.43519577112420604,0.3389895704124352,-0.6836652514783953,1.6314512,9.950342
ttn,6.0,1.0,0.6836903576293297,-1.6822425980971571,-0.6187351946505174,2.3612247,6.2510552
ttn,6.0,2.0,0.10325571590938258,-1.1541088833102155,-0.4427967957167997,1.7612792,6.5305014
ttn,6.0,3.0,0.12885314014489083,-0.7118615541237531,-0.39661187924267327,1.538867,7.0435343
ttn,6.0,4.0,-0.041731783798356126,0.04325954508142409,-0.19882462201046144,3.4318755,8.867517
ttn,6.0,5.0,0.4482336261739948,0.2373140505532907,-0.10542652235211578,4.697248,8.310691
ttn,8.0,1.0,0.017602728708201974,-1.685389062076419,-0.5910783939164915,1.936065,6.3307104
ttn,8.0,2.0,-0.15688751986786867,-0.9563242237894789,-0.11170826367610617,1.8588272,7.1155467
ttn,8.0,3.0,0.44405891474927045,-0.7553206762733338,0.12781160670368844,2.676232,6.9872017
ttn,8.0,4.0,0.746052086847621,-0.08302019475772979,0.4805790330422797,5.1501174,7.166282
ttn,8.0,5.0,1.6554391165551106,0.11189784315429953,0.8002934323382789,5.1324954,6.5106564
